ID_Equipo,Frecuencia de mantenimiento correctivo,Horas_Operativas,Mes,Horas_Operativas_mean,Potencia_kW,Horas_Recomendadas_Revision,Año_O,Mes_O,Horas_Desde_Preventivo,Tipo_Mantenimiento
-1.48160093374084,-0.46381013513235775,-0.2907059453401568,-1.6673559930510655,-0.36806616216320553,1.000228031490893,-0.6637341578570388,-0.371884218998957,-1.3409910561852258,-1.9986976114314496,1
-0.03586798045244403,0.21144584946194947,1.4987486884727566,-1.3986619122923425,1.8182566639390714,-0.7978450774343385,-1.5754067792838158,-0.371884218998957,-1.3409910561852258,-1.6127926964853945,1
0.3325158970681569,-0.46381013513235775,-0.2281604947090823,-1.6673559930510655,0.16561419553479975,0.6440437558595989,0.9730992826226287,-0.371884218998957,-1.3409910561852258,0.9168667601119808,1
1.263901549667412,1.2243298263534104,1.1083823718067445,-1.6673559930510655,1.3413142634213047,-1.3426983915220159,0.8807594511919422,-0.371884218998957,-1.3409910561852258,0.9165030420017583,0
1.0692836521093587,-0.8014381274295114,1.6310417931409082,-1.6673559930510655,0.9538827689329139,-0.0025764941227338425,-0.1346122666431056,-0.371884218998957,-1.3409910561852258,0.9161393238915357,0
1.5836309527984995,-0.46381013513235775,1.7007549868746072,-1.6673559930510655,-0.39215958454105615,0.013431787928110825,-0.2778855765216706,-0.371884218998957,-1.3409910561852258,0.9157756057813133,0
0.5132325162292064,0.8867018340562567,-1.6008866797718115,-1.6673559930510655,-1.7267288797398592,-0.24898969283394998,1.5187104294491844,-0.371884218998957,-1.3409910561852258,0.9154118876710908,0
0.47847932023669687,0.8867018340562567,0.7056103459246512,-1.6673559930510655,1.4080264132818627,-0.46967529539202285,1.0958526299610412,-0.371884218998957,-1.3409910561852258,0.9150481695608683,0
-0.6614255083176154,-0.46381013513235775,-1.3616977140250963,-1.6673559930510655,0.09047724214814667,-0.14093378899074846,0.33624758807289457,-0.371884218998957,-1.3409910561852258,0.2847246845453038,1
0.25605886588463594,1.2243298263534104,-1.6988917825788508,-1.6673559930510655,-2.08856177081063,0.47481334560781246,1.0452855794156652,-0.371884218998957,-1.3409910561852258,0.28436096643508135,0
